1296999.56056000000	33963.12876820000
1203517.43369000000	-836466.40673000000
706469.22580300000	-1687214.51456000000
1218054.66586000000	-682702.02905700000
1428467.29368000000	-984697.83034200000
1429300.13199000000	-997093.58289300000
1419141.84403000000	-990375.33403800000
1427591.08716000000	-1001467.79266000000
1421303.03121000000	-991145.98611100000
1427124.80087000000	-1005979.93167000000
1430307.93788000000	-1018722.89750000000
1431415.97213000000	-1024793.18326000000
1418249.76669000000	-987784.81156700000
1423521.32861000000	-996184.34274800000
1427682.47264000000	-1005399.84321000000
1427821.69866000000	-1004067.06216000000
1420777.37850000000	-985738.53534900000
92361.07784880000	-159974.07947600000
1606863.05324000000	-1081396.27345000000
1101090.08007000000	-904445.58846400000
1110488.79550000000	-925881.29155500000
1119001.41879000000	-936294.28910300000
1219308.09284000000	-932568.68065200000
1245004.11894000000	-922263.79337900000
1245004.11894000000	-922263.79337900000
1274157.13388000000	-912206.91303400000
1301626.53709000000	-834346.73044100000
1296511.77833000000	-836185.49861000000
1300298.54563000000	-813779.49339800000
1296782.86352000000	-976486.46128000000
1574982.66012000000	-892534.39749900000
1053209.54404000000	-1064668.47870000000
1037061.33145000000	-1059511.44151000000
1032101.29881000000	-1068742.31831000000
1044290.66877000000	-1062340.34854000000
1050393.13028000000	-1065653.69069000000
1075360.17194000000	-1078465.21915000000
1078854.49741000000	-1077232.60881000000
1030119.72624000000	-1056532.15612000000
1054872.46932000000	-1069529.56020000000
1076306.44724000000	-1072608.38756000000
576847.60467800000	-932902.93533300000
1283109.45249000000	-1035338.80974000000
1255501.40855000000	-877479.73762600000
1256635.94311000000	-911994.54372900000
1256449.35402000000	-929045.06330100000
1352416.32940000000	-933317.94772800000
1355399.67189000000	-936774.36140700000
1355533.40442000000	-794968.73643300000
1452102.45320000000	-1090269.36167000000
1444052.88691000000	-1142491.81820000000
1445463.60105000000	-1146071.15353000000
1402980.05829000000	-1729448.01131000000
1619901.02122000000	-1729248.23484000000
1612011.34107000000	-1680989.88353000000
1202733.99541000000	-974997.93681300000
1200423.54126000000	-873119.44401600000
1534456.15775000000	-833141.71669600000
1480165.03470000000	-833009.35611900000
1483084.29716000000	-839088.72309000000
1467681.33461000000	-823624.35258700000
1132432.77212000000	-831854.57064000000
1562577.77923000000	-1236265.19794000000
1567558.73257000000	-1233547.08581000000
1123491.20881000000	-1335134.32613000000
805799.21937900000	-1333682.59784000000
141151.39884500000	-81493.79811970000
314919.64294900000	84382.46400890000
1232151.89943000000	-868543.57996000000
1229430.89638000000	-870485.59674000000
644485.04692500000	-610952.45364000000
502475.36135400000	-1036187.59057000000
1351763.39576000000	-248095.00887800000
1428010.97337000000	-188001.21122700000
124572.10432700000	59364.47801050000
168021.78495300000	59367.65633050000
166997.12884400000	59005.61142220000
135236.87449200000	-221727.57044100000
95808.38128960000	-102311.46118400000
99695.83750430000	-139768.40935600000
1405988.66999000000	-61386.79105070000
1292314.78629000000	-204682.55414900000
851775.84003800000	-1884719.97903000000
1018758.05189000000	-1884153.60142000000
1437646.71197000000	-87930.23975470000
689904.52938700000	-960103.74681400000
1459546.03987000000	-1199311.30900000000
1350502.87043000000	-770625.66169900000
1341348.92086000000	-716514.50582300000
1148773.69168000000	-626331.74926300000
-1090245.08664000000	-474052.05541000000
-853507.85723100000	-134418.95905400000
1100169.82791000000	450539.73179100000
-1031.04020746000	-3092.21190105000
-759756.98477200000	-65401.31239330000
-379971.61023500000	-110176.24492300000
-373789.15911400000	-104082.56636300000
-327146.66623900000	-127286.11774400000
-197769.97052000000	-140028.94454100000
1362876.81540000000	-925862.44161800000
1364280.93799000000	-928905.82719200000
-1199749.91291000000	-11935.95789370000
1352103.93954000000	-832796.11402400000
1351123.18018000000	-824049.53912600000
1337027.94807000000	-822770.27106900000
1345595.04199000000	-851143.01654200000
1405527.85438000000	-887988.56575100000
1310854.87517000000	-918620.77801100000
1240197.08408000000	-901982.25329800000
1401988.12662000000	-866967.58477400000
1325033.79464000000	-959799.04760100000
1327337.87692000000	-955476.19731100000
1327901.82434000000	-960357.87464700000
1391723.09428000000	-730237.21940700000
1499969.73687000000	-745276.80830200000
1472716.98785000000	-748315.84317200000
1352487.79137000000	-1045773.90266000000
1382451.98313000000	-1071064.93475000000
1387346.58041000000	-1073424.09899000000
1366962.19206000000	-1055632.19242000000
1352927.05220000000	-1049362.15540000000
1352930.66395000000	-1045761.71784000000
1348460.29182000000	-1061278.43627000000
1547993.75136000000	-883497.24144500000
1221158.17795000000	-574399.14385200000
777494.76592100000	1529943.96772000000
247426.28989700000	959004.75043700000
742891.65234600000	1440004.46683000000
849833.86686300000	1304090.24412000000
828737.70119900000	1082690.16238000000
1162871.31139000000	1391173.16516000000
721575.21347100000	1414217.92609000000
939222.07379900000	957061.55582000000
707516.64051900000	1105590.07862000000
814604.93240100000	174770.00882600000
1167080.23670000000	601652.92854900000
961090.00206400000	935729.49008200000
961930.21052400000	1006672.81533000000
1611620.72685000000	976147.54369400000
1640009.60892000000	1074500.87444000000
757473.86571600000	735968.35519500000
808814.67788300000	-1144035.31533000000
810883.45450600000	-1138913.48558000000
828221.01112600000	-1188159.20473000000
825949.68806800000	-1190007.20216000000
