863637.81433500000	-1208427.39801000000
866359.85229500000	-1209757.27255000000
1228635.98777000000	-997869.54696100000
801707.49576900000	-1153462.95683000000
818774.84956800000	-1147104.84549000000
826123.35021400000	-1155522.47149000000
880784.80195800000	-1168565.06286000000
880762.87465200000	-1168595.37603000000
831897.40710300000	-1197978.29387000000
828870.15932900000	-1197813.11829000000
818110.29816200000	-1214264.78163000000
839505.39315600000	-1206312.39080000000
857391.87991500000	-1199625.93831000000
868055.77947400000	-1206804.73215000000
874717.29391600000	-1237815.51577000000
877883.57534100000	-1239530.77407000000
876036.06872400000	-1234586.19902000000
876383.86467800000	-1235514.92288000000
817592.46345400000	-1167569.31397000000
833200.63610900000	-1209485.90811000000
1310394.11590000000	-966631.96779400000
1091110.22715000000	-1089390.05449000000
1084712.09331000000	-1080615.42537000000
1084658.13266000000	-1103031.93297000000
1115708.62942000000	-1102479.66330000000
1375181.04495000000	-1003505.31149000000
1389651.92474000000	-1009189.19921000000
1123965.39736000000	-1110557.11378000000
1144577.58100000000	-1113951.26577000000
1422909.17304000000	-1018909.52662000000
885836.51350000000	-1171179.60560000000
1372413.79612000000	-1035653.36273000000
1370578.14447000000	-1030900.75228000000
681934.48258000000	-790435.81540000000
681777.28453500000	-790253.60586600000
768567.31631000000	-445239.77531900000
687200.80006800000	-751131.60522600000
1344152.91794000000	-318950.86796000000
1368351.57851000000	-324750.93342900000
1396397.51928000000	-440649.56045900000
1511396.52083000000	-436347.92478000000
1350502.34559000000	-406151.76254500000
1364551.27561000000	-725150.74795200000
1362310.46455000000	-711617.51843600000
1417816.36664000000	-640919.50329200000
1165172.37774000000	22874.94348740000
1230998.42218000000	30955.62984340000
1310142.99403000000	-32815.43985350000
1376416.45737000000	-25959.92797509990
1441247.26987000000	-115099.25315800000
1404187.51251000000	-118727.41613000000
