1	1335768	-407482
2	1279572	-391718
3	1252414	-366687
4	1306119	-348661
5	1362803	-341310
6	1417881	-322523
7	1472320	-303761
8	1488648	-344866
9	1457157	-385709
10	1400546	-398944
11	1346408	-404636
12	1327741	-406909
13	1320588	-405654
14	1314896	-402574
15	1308419	-399892
16	1301714	-397995
17	1294999	-396124
18	1288304	-394200
19	1281044	-392303
20	1274170	-390405
21	1267185	-389182
22	1259986	-386727
23	1252381	-385662
24	1244716	-384739
25	1242793	-378045
26	1244781	-371431
27	1250214	-367804
28	1256075	-365520
29	1261826	-361943
30	1268408	-359368
31	1272366	-353079
32	1277895	-349962
33	1285198	-348661
34	1293244	-348661
35	1301291	-348661
36	1309020	-349427
37	1316043	-350559
38	1322748	-352456
39	1329622	-354354
40	1337276	-355302
41	1344992	-354213
42	1350864	-348745
43	1357222	-344356
44	1364041	-340311
45	1371224	-338225
46	1379271	-338225
47	1386999	-337907
48	1393530	-334960
49	1399605	-331312
50	1405637	-327789
51	1411666	-325216
52	1417881	-322523
53	1424803	-321148
54	1431589	-318009
55	1437246	-314507
56	1443558	-311661
57	1448921	-307866
58	1454677	-305020
59	1462708	-304677
60	1470718	-303914
61	1478729	-303151
62	1486615	-303281
63	1488513	-309986
64	1486552	-317353
65	1483642	-323046
66	1482820	-330270
67	1485365	-336328
68	1487564	-342732
69	1489461	-348881
70	1485744	-354276
71	1480412	-358149
72	1475230	-362125
73	1470869	-367254
74	1465664	-371431
75	1460228	-375049
76	1458153	-381850
77	1455274	-387592
78	1449143	-390877
79	1443684	-394439
80	1439170	-398944
81	1431124	-398944
82	1423077	-398944
83	1415030	-398944
84	1406983	-398944
85	1398937	-398944
86	1391418	-397670
87	1385009	-395057
88	1377317	-394200
89	1369270	-394200
90	1361224	-394200
91	1353793	-394817
92	1351216	-400841
93	1346408	-404636
94	1339719	-406692
95	1332557	-407253
96	1329347	-407024
97	1326136	-406794
98	1322926	-406565
99	1320588	-405654
100	1317662	-404636
101	1315392	-403687
102	1314071	-401790
103	1311245	-400841
104	1308419	-399892
105	1305594	-398944
106	1302562	-398757
107	1300105	-397995
108	1297819	-397063
109	1294999	-396124
110	1292184	-395149
111	1289914	-394200
112	1286896	-393714
113	1284065	-392780
114	1281044	-392303
115	1278049	-391354
116	1275779	-390405
117	1273152	-389814
118	1270290	-389457
119	1267185	-389182
120	1264246	-388508
121	1261205	-387753
122	1258425	-386610
123	1255207	-386610
124	1252381	-385662
125	1249162	-385662
126	1245944	-385662
127	1243741	-384090
128	1242793	-381264
129	1242793	-378045
130	1242793	-374826
131	1243741	-372557
132	1246170	-370900
133	1247536	-368803
134	1250214	-367804
135	1252414	-366687
136	1254684	-365738
137	1256954	-364790
138	1259000	-362892
139	1261826	-361943
140	1264640	-360968
141	1267477	-360046
142	1268832	-357827
143	1270750	-355555
144	1272366	-353079
145	1274613	-351507
146	1276883	-350559
147	1279153	-349610
148	1282172	-349128
149	1285198	-348661
150	1288416	-348661
151	1291635	-348661
152	1294854	-348661
153	1298072	-348661
154	1301291	-348661
155	1304510	-348661
156	1307728	-348661
157	1310554	-349610
158	1312998	-350385
159	1316043	-350559
160	1319261	-350559
161	1321255	-352175
162	1324357	-352456
163	1326490	-353984
164	1329622	-354354
165	1332447	-355302
166	1335666	-355302
167	1338885	-355302
168	1342104	-355302
169	1344992	-354213
170	1347450	-352158
171	1349726	-349883
172	1352002	-347607
173	1354479	-345815
174	1357222	-344356
175	1360176	-343098
176	1362803	-341310
177	1365180	-339174
178	1368005	-338225
179	1371224	-338225
180	1374443	-338225
181	1377661	-338225
182	1380880	-338225
183	1384099	-338225
184	1386999	-337907
185	1389194	-336328
186	1392020	-335379
187	1395015	-334430
188	1397051	-332917
189	1399605	-331312
190	1401595	-329687
191	1404319	-328495
192	1406873	-326889
193	1409768	-326537
194	1411666	-325216
195	1414512	-324843
196	1416743	-323660
197	1419314	-322097
198	1422102	-321666
199	1424803	-321148
200	1427497	-319765
201	1430273	-318302
202	1432541	-317350
203	1434435	-315471
204	1437246	-314507
205	1439417	-313320
206	1441971	-311715
207	1444218	-310712
